Epoch 1: 100%|███████████████████████████████████████████████████████| 9000/9000 [00:09<00:00, 908.88it/s]
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Accuracy:  1.0
Experiment complete!
